duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Costa del Sol Spain,2026-01-28,,Cabañas Jimera de Líbar,,cabins,Boutique Camping,,,,,,,"Calle Barranco, 29392 Jimera de Líbar, Málaga",Jimera de Líbar,Andalusia,29392,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cabanasrurales.com,"Nestled in the heart of the Sierra de Grazalema Natural Park, this glamping site offers unique wooden cabins with stunning mountain views.",,"The property is accessible by car and is located near the Jimera de Líbar train station, which connects to major cities in Andalusia. The nearest airport is Málaga Airport, approximately 130 km away.",-5.2833,36.6333,Yes,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,Yes,,,,,,,,+34 952 123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Costa del Sol Spain,2026-01-28,,Glamping Dehesa de las Yeguas,,safari tents,Luxury Campground,,,,,,,"Ctra. Pinar de la Algaida, 11510 Puerto Real, Cádiz",Puerto Real,Andalusia,11510,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dehesadelasyeguas.com,"Located in a natural park, this glamping site offers a serene escape with fully equipped safari tents surrounded by lush greenery.",,,-6.1874,36.5321,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,+34 956 123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Andalusia Spain,2026-01-28,,Glamping Hub Andalusia,,"safari tents, yurts",Glamping Resort,,,,,,,"Calle Alfonso XII, 18, 41001 Sevilla",Seville,Andalusia,41001,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampinghub.com/spain/andalucia/seville/,A luxury glamping experience offering unique accommodations like safari tents and yurts amidst the beautiful Andalusian landscape.,,,-5.9823,37.3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+34 955 123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Andalusia Spain,2026-01-28,,Caserío del Mirador,,"yurts, safari tents",Luxury Campground,,,,,,,"Partida la Solana, 2, 03727 Jalón, Alicante",Jalón,Valencian Community,03727,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.caserio-del-mirador.com/,"Nestled in the mountains with stunning views, this glamping site offers yurts and safari tents for a serene escape.",,"The nearest airport is Alicante-Elche Airport, approximately an hour's drive from the property. It is accessible by car and offers parking facilities for guests.",-0.0157,38.7427,Yes,,Yes,Yes,Yes,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,+34 966 480 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Andalusia Spain,2026-01-28,,Finca Les Coves,,"safari tents, cave houses",Eco Glamping Resort,,,2-4 guests,,Year-round,,"Partida Almoraig 1, 03100 Jijona, Alicante",Jijona,Valencian Community,03100,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fincalescoves.com/,Eco-friendly glamping resort offering safari tents and cave houses surrounded by nature and tranquility.,2 nights,"Finca Les Coves is accessible by car from Alicante, which is approximately a 45-minute drive. The nearest airport is Alicante-Elche Airport, and the nearest train station is in Alicante.",-0.5031,38.5403,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+34 628 153 615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Catalonia Spain,2026-01-28,,Cabanes Dosrius,,treehouses,Boutique Camping,7,7,2-4 guests,2012,Year-round,,"Can Canyamars, s/n, 08319 Dosrius, Barcelona",Dosrius,Catalonia,08319,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cabanesdosrius.com,"Experience the magic of sleeping in the trees at Cabanes Dosrius, offering charming treehouse accommodations.",2 nights,"Cabanes Dosrius is located approximately 50 km from Barcelona. The nearest major airport is Barcelona-El Prat Airport. From there, guests can rent a car or take public transportation to reach Dosrius.",2.4213,41.6062,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,+34 608 608 636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Catalonia Spain,2026-01-28,,Camping Lava,,safari tents,Glamping Resort,,,,,Year-round,,"Ctra. Santa Pau, s/n, 17811 Santa Pau, Girona",Santa Pau,Catalonia,17811,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campinglava.com,"Located in the volcanic region of Garrotxa, Camping Lava offers a unique glamping experience with safari tents and volcanic landscapes.",,"Camping Lava is accessible by car from the city of Girona, which is approximately 45 km away. The nearest train station is in Girona, and from there, a car rental or taxi can be used to reach the site. The closest airport is Girona-Costa Brava Airport.",2.5408,42.1456,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,No,Grass,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,+34 972 680 358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Balearic Islands Spain,2026-01-28,,Soul Glamping,,tents,Glamping Resort,,,,,,,"07814 Santa Gertrudis de Fruitera, Ibiza",Santa Gertrudis de Fruitera,Balearic Islands,07814,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://soulglamping.com,"Located in the heart of Ibiza, Soul Glamping offers luxurious tent accommodations with stunning views and a tranquil setting.",,,1.4457,39.0381,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+34 971 325 235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Balearic Islands Spain,2026-01-28,,Glamping Ibiza,,safari tents,Luxury Campground,,,,,,,"07820 Sant Antoni de Portmany, Ibiza",Sant Antoni de Portmany,Balearic Islands,07820,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://glampingibiza.com,"A unique glamping experience in Ibiza, offering safari tents with all the comforts of a luxury resort.",,,1.3036,38.9807,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+34 971 343 456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Balearic Islands Spain,2026-01-28,,Luxury Yurt Camp Mallorca,,yurts,Boutique Camping,10,10,2-4 guests,,April-October,,"07210 Algaida, Mallorca",Algaida,Balearic Islands,07210,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://luxuryyurtcampmallorca.com,"Experience the tranquility of Mallorca in a beautifully furnished yurt, surrounded by nature.",,"The nearest airport is Palma de Mallorca Airport, approximately 20 km from Algaida. Car rental services are available at the airport for convenient travel to the site.",2.8919,39.5626,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,grass,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+34 971 125 678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Canary Islands Spain,2026-01-28,,Eco Dome Experience,,domes,Glamping Resort,,,,,,,"Calle de la Calzada, 38628 San Miguel de Abona",San Miguel de Abona,Canary Islands,38628,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ecodomeexperience.com,Unique eco-friendly domes offering a luxurious glamping experience with stunning views of the surrounding landscapes.,,,-16.6195,28.0997,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,+34 922 700123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Canary Islands Spain,2026-01-28,,Finca de Arrieta,,"yurts, eco-cottages",Eco Retreat,,,2-6 guests,,Year-round,,"Calle Diseminado Tabayesco, 9, 35542 Haría",Haría,Canary Islands,35542,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lanzaroteretreats.com,"A sustainable retreat offering luxury yurts and eco-cottages near the beach, perfect for eco-conscious travelers.",,"Finca de Arrieta is located approximately 30 km from Lanzarote Airport. The most convenient way to reach the property is by car, and guests can arrange car hire or taxi services from the airport.",-13.4522,29.1485,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+34 928 826720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Canary Islands Spain,2026-01-28,,Tenerife Glamping,,"safari tents, treehouses",Glamping Resort,,,,,Year-round,,"Carretera General del Norte, 38350 Santa Cruz de Tenerife",Santa Cruz de Tenerife,Canary Islands,38350,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tenerifeglamping.com,Offers a unique glamping experience with safari tents and treehouses nestled in the lush landscapes of Tenerife.,,"The nearest airport is Tenerife North Airport (TFN), approximately 15 km away. The property is accessible by car, and public transportation options are available from the city center.",-16.2518,28.4636,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,,,,,,,,,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,+34 922 123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Pyrenees Spain,2026-01-28,,Forest Days,,tents,Glamping Resort,5,5,2-4 guests,,April-October,,"Lladurs, Solsonès, Catalonia, Spain",Lladurs,Catalonia,25283,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forestdaysglamping.com,"Luxury camping in the heart of Catalonia, offering stunning views and a peaceful retreat.",2 nights,,1.5203,42.0031,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,+34 608 250 617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
