duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Amsterdam Netherlands,2026-01-28,,Camping Zeeburg Amsterdam,,"wagonettes, safari tents",Boutique Camping,,,2-4 guests,,Year-round,,"Zuider IJdijk 20, 1095 KN Amsterdam",Amsterdam,North Holland,1095 KN,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingzeeburg.nl,An eco-friendly glamping site offering colorful wagonettes and safari tents on an island in Amsterdam.,,"Camping Zeeburg is easily accessible by public transport from Amsterdam Central Station. Take tram 26 to the Zuiderzeeweg stop, then it's a short walk to the campsite. The nearest airport is Amsterdam Schiphol Airport.",4.9627,52.3647,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,No,Grass,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,+31 20 6944430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Zeeland Netherlands,2026-01-28,,Camping De Zeeuwse Kust,,"safari tents, beach lodges",Glamping Resort,,,,,Year-round,,"Helleweg 8, 4326 LJ Renesse",Renesse,Zeeland,4326 LJ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingdezeeuwsekust.nl,A family-friendly glamping resort near the beach with a variety of luxury accommodations including safari tents and beach lodges.,,,3.7823,51.7341,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,null,Yes,No,grass,Yes,,,,,,Yes,Yes,Yes,No,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,No,Yes,No,,,,,,,,,,,No,,,Yes,Yes,No,No,,Yes,,Yes,No,Yes,Yes,Yes,Yes,,,,,,,+31 111 461414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Zeeland Netherlands,2026-01-28,,Molecaten Park Wijde Blick,,"safari tents, chalets",Luxury Campground,,,,,Year-round,,"Lagezoom 15, 4325 CP Renesse",Renesse,Zeeland,4325 CP,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.molecaten.nl,"Located near the North Sea beach, offering luxury safari tents and chalets in a beautifully landscaped park.",,,3.781,51.734,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,Yes,,,,,,,,+31 111 461414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Zeeland Netherlands,2026-01-28,,Strandpark De Zeeuwse Kust,,"safari tents, beach houses",Glamping Resort,,,2-6 guests,,Year-round,,"Helleweg 8, 4326 LJ Noordwelle",Noordwelle,Zeeland,4326 LJ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.strandparkdezeeuwsekust.nl,A luxurious beachside glamping resort with a range of accommodations including safari tents and beach houses.,,"The nearest airport is Rotterdam The Hague Airport, approximately 70 km away. The property is accessible by car and is a short drive from the town of Renesse. Public transportation options include buses from nearby cities.",3.7819,51.7339,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Grass,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,+31 111 462510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Zeeland Netherlands,2026-01-28,,Camping Zonneweelde,,"safari tents, lodges",Luxury Campground,,,,,,,"Zandstraat 9, 4504 PV Nieuwvliet",Nieuwvliet,Zeeland,4504 PV,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zonneweelde.nl,A modern camping site offering luxurious glamping accommodations such as safari tents and lodges close to the beach.,,,3.4745,51.3785,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,Yes,,,,Yes,,Yes,No,Yes,Yes,Yes,Yes,,,,,,,+31 117 371673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Friesland Netherlands,2026-01-28,,Glampingspot De Kuilart,,safari tents,Glamping Resort,,,,,Year-round,,"De Kuilart 1, 8723 CG Koudum",Koudum,Friesland,8723 CG,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.kuilart.nl/en/glamping,"Located in the heart of Friesland, offering luxurious safari tents with a beautiful view of the water.",,,5.4394,52.9038,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,No,grass,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,+31 514 522221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Friesland Netherlands,2026-01-28,,Glamping Waterland,,"luxury tents, pods",Luxury Campground,,,,,,,"Oosterend 12, 9143 XW Nes",Nes,Friesland,9143 XW,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://glampingwaterland.nl/,A unique glamping experience in Friesland with luxurious accommodations and a focus on sustainability.,,,6.0486,53.3715,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+31 519 518700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Friesland Netherlands,2026-01-28,,BoerenBed Hoeve Waterschap,,safari tents,Farm Glamping,,,2-6 guests,,April-October,,"Wateren 13, 8439 SN Oude Willem",Oude Willem,Friesland,8439 SN,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.boerenbed.nl/location/hoeve-waterschap,"Experience farm life with a luxurious twist at Hoeve Waterschap, offering safari tents with all modern comforts.",2 nights,"The property is accessible by car and is located in the rural area of Friesland, near the village of Oude Willem. The nearest train station is in the nearby town, and the closest airport is Amsterdam Schiphol Airport.",6.3337,52.9024,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,+31 6 53993658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Gelderland Netherlands,2026-01-28,,Glamping De Veluwe,,safari tents,Glamping Resort,,,,,April-October,,"Krimweg 140, 7351 TM Hoenderloo",Hoenderloo,Gelderland,7351 TM,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampingdeveluwe.nl,"Nestled in the heart of the Veluwe, this glamping site offers luxury safari tents with modern amenities, perfect for exploring the surrounding national park.",,"The property is accessible by car and is located near the A1 highway. The nearest train station is in Apeldoorn, from which you can take a bus or taxi to Hoenderloo.",5.8736,52.1285,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,No,grass,Yes,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,+31 55 378 1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Gelderland Netherlands,2026-01-28,,Camping Betuwe,,"safari tents, lodges",Luxury Campground,,,,,April-October,,"Rijnbandijk 3, 4041 AV Kesteren",Kesteren,Gelderland,4041 AV,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingbetuwe.nl,"Located in the picturesque Betuwe region, this site offers luxurious safari tents and lodges surrounded by fruit orchards and rivers.",,,5.5709,51.9408,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,Yes,,,,,,,,+31 488 482 172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Gelderland Netherlands,2026-01-28,,Glamping Achterhoek,,"safari tents, lodges",Boutique Camping,10,10,2-4 guests,,April-October,,"Vordenseweg 6, 7251 JN Vorden",Vorden,Gelderland,7251 JN,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampingachterhoek.nl,Experience the tranquility of the Achterhoek region with luxurious safari tents and lodges set in a serene countryside setting.,2 nights,,6.3125,52.1092,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,No,grass,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+31 575 551 234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites North Holland Netherlands,2026-01-28,,Glamp Outdoor Camp,,"safari tents, lodges",Glamping Resort,,,2-4 guests,,April-October,,Oudorperdijkje 1,Alkmaar,North Holland,1823 CJ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://glampoutdoorcamp.nl,"Experience luxurious camping with unique accommodations such as safari tents and lodges, set in the scenic countryside near Alkmaar.",,,4.7517,52.6346,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,+31 72 5112034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites North Holland Netherlands,2026-01-28,,Duinrell Holiday Park,,"lodges, safari tents",Holiday Park,,,2-7 guests,,Year-round,,Duinrell 1,Wassenaar,South Holland,2242 JP,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.duinrell.com,"A family-friendly glamping site offering luxury lodges and safari tents, with access to an amusement park and water park.",,"Duinrell is easily accessible by car and public transport. It is about 40 minutes by car from Amsterdam Schiphol Airport. The nearest train station is Voorburg, from where you can take a bus to Duinrell.",4.3836,52.1472,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,No,Paved,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,+31 70 5155155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites North Holland Netherlands,2026-01-28,,Droompark Buitenhuizen,,"safari tents, chalets",Glamping Resort,,,,,,,Buitenhuizerweg 2,Velsen-Zuid,North Holland,1981 LK,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.droomparken.com/buitenhuizen,"Offers a variety of unique accommodations including safari tents and chalets, located near the vibrant city of Amsterdam.",,,4.6589,52.4392,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,+31 23 5201010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
