duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Tuscany Italy,2026-01-28,,Torre del Lago,,"luxury tents, bungalows",Glamping Resort,,,,,April-October,,"Località Lago, 58020 Scarlino GR",Scarlino,Tuscany,58020,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.torredellago.it,"A peaceful retreat in the Maremma region, offering luxury tents and bungalows surrounded by nature.",,"The nearest airport is Pisa International Airport, approximately 120 km away. The property is also accessible by train via the Follonica station, which is about 15 km from Scarlino.",10.8259,42.8896,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,No,Grass,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+39 0566 866164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Italian Riviera Italy,2026-01-28,,La Francesca Resort,,"eco-lodges, bungalows",Glamping Resort,,,2-6 guests,,Year-round,,"Località La Francesca, 19011 Bonassola SP, Italy",Bonassola,Liguria,19011,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.villaggilafrancesca.it,"Nestled in a natural park, La Francesca offers a unique glamping experience with stunning views of the Ligurian Sea.",,"La Francesca Resort is accessible by train from the Bonassola train station, which is connected to major cities like Genoa and La Spezia. The nearest airport is Genoa Cristoforo Colombo Airport, approximately 90 km away. By car, the resort can be reached via the A12 motorway, exiting at Carrodano-Levanto.",9.58,44.1888,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,+39 0187 813911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Italian Riviera Italy,2026-01-28,,Camping Valdeiva,,safari tents,Luxury Campground,,,,,April-October,,"Località Ronco, 19013 Deiva Marina SP, Italy",Deiva Marina,Liguria,19013,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingvaldeiva.com,"Located near the Cinque Terre, Camping Valdeiva offers comfortable safari tents for a luxurious camping experience.",,"Camping Valdeiva is easily accessible via the Deiva Marina train station, which connects to major cities in Italy. The nearest airport is Genoa Cristoforo Colombo Airport, approximately an hour's drive away.",9.5091,44.2108,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7 meters,Yes,No,gravel,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,+39 0187 816525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Italian Riviera Italy,2026-01-28,,Il Giardino di Prainito,,eco-friendly tents,Boutique Camping,,,,,,,"Via Prainito, 5, 19015 Levanto SP, Italy",Levanto,Liguria,19015,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ilgiardinodiprainito.it,A charming glamping site offering a peaceful retreat with eco-friendly tents surrounded by olive groves.,,"The property is accessible by car and is located near Levanto, which is well-connected by train. The nearest major airport is Genoa Cristoforo Colombo Airport.",9.6167,44.1667,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+39 0187 800123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lake Como Italy,2026-01-28,,Lake Como Beach Resort & Villas,,"villas, tents",Luxury Resort,,,,,,,"Via Statale, 44, 22020 Pognana Lario CO",Pognana Lario,Lombardy,22020,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://lakecomobeachresort.com,"Located directly on Lake Como, this resort offers luxurious accommodations including villas and glamping options with breathtaking lake views.",,"The resort is accessible by car from Milan, with the nearest airport being Milan Malpensa Airport. Alternatively, guests can take a train to Como and then a taxi or bus to Pognana Lario.",9.1333,45.8833,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,No,No,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+39 340 950 2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lake Como Italy,2026-01-28,,Agricampeggio Villaggio di Vercana,,tents,Glamping Site,,,,,April-October,,"Via per Caino, 22013 Vercana CO",Vercana,Lombardy,22013,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.agricampeggiovercana.it,"Situated above Lake Como, this site offers a unique glamping experience with stunning views and comfortable accommodations.",,"The property is accessible via car from Milan, approximately a 2-hour drive. The nearest major train station is in Colico, around 20 minutes away by car.",9.2951,46.157,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,No,grass,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,+39 0344 83072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Dolomites Italy,2026-01-28,,Camping Sass Dlacia,,"safari tents, lodges",Luxury Campground,,,,,Year-round,,"Str. Sciarè, 11, 39036 San Cassiano BZ",San Cassiano,Trentino-Alto Adige,39036,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingsassdlacia.com,"Nestled in the Dolomites, this site offers a unique camping experience with a focus on sustainability and Alpine charm.",,"The nearest airport is Bolzano Airport, approximately 1.5 hours by car. The property is accessible by car via the SS244 road, and the nearest train station is in Brunico, about 40 minutes away by car.",11.9922,46.5486,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Grass,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,+39 0471 849521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Dolomites Italy,2026-01-28,,Dolomiti Village,,"chalets, treehouses",Eco-Resort,,,,,Year-round,,"Via Nazionale, 33023 Comeglians UD",Comeglians,Friuli-Venezia Giulia,33023,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dolomitivillage.it,"A unique glamping experience in the heart of the Dolomites, offering eco-friendly chalets and treehouses.",,,12.8608,46.5283,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+39 0433 619002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Dolomites Italy,2026-01-28,,Caravan Park Sexten,,"treehouses, lodges",Luxury Campground,,,,,Year-round,,"St. Josefstraße, 54, 39030 Sesto BZ",Sesto,Trentino-Alto Adige,39030,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.caravanparksexten.it,"Combining luxury with nature, this park offers treehouses and lodges in the breathtaking setting of the Dolomites.",,"The nearest major airport is Venice Marco Polo Airport. From there, guests can take a train to San Candido/Innichen and then a short taxi ride to the property. Alternatively, driving from Venice takes approximately 3.5 hours.",12.3538,46.6908,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 meters,Yes,Yes,gravel,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,+39 0474 710444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Amalfi Coast Italy,2026-01-28,,La Selva Giardino del Belvedere,,luxury tents,Glamping Resort,,,,,,,"Via Belvedere, 25, 80051 Agerola NA, Italy",Agerola,Campania,80051,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.laselvabelvedere.com,"Nestled in the hills above the Amalfi Coast, this glamping site offers panoramic views and luxurious tent accommodations.",,,14.5635,40.6405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 081 802 5002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Amalfi Coast Italy,2026-01-28,,Agricampeggio Terra di Fuoco,,"safari tents, yurts",Eco Glamping Resort,,,,,,,"Via G. Amendola, 84010 Maiori SA, Italy",Maiori,Campania,84010,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.agricampeggioterrafuoco.it,"A unique glamping experience on the Amalfi Coast, offering eco-friendly accommodations and stunning sea views.",,,14.6457,40.6494,Yes,,,Yes,,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,+39 089 877 777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Amalfi Coast Italy,2026-01-28,,Torre dello Ziro,,treehouses,Boutique Camping,,,,,Year-round,,"Via delle Cartiere, 6, 84010 Ravello SA, Italy",Ravello,Campania,84010,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.torredelloziro.com,"Located between Ravello and Amalfi, this glamping site offers treehouse accommodations with breathtaking views of the coastline.",,"The property is accessible by car or public transport from Naples International Airport. The nearest train station is Salerno, with bus and taxi services available to Ravello.",14.602,40.6341,Yes,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,,,,,,,Yes,,,,Yes,,,,,,,,+39 089 872 982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sardinia Italy,2026-01-28,,Capo Ferro Glamping,,luxury tents,Glamping Resort,,,,,April-October,,"Località Capo Ferro, 07021 Porto Cervo SS",Porto Cervo,Sardinia,07021,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capoferroglamping.com,"Nestled in the heart of Costa Smeralda, Capo Ferro Glamping offers luxury tents with stunning sea views, providing a unique blend of comfort and nature.",,"The nearest airport is Olbia Costa Smeralda Airport, approximately 30 km away. From there, guests can rent a car or take a taxi to reach Porto Cervo. The property is easily accessible by road.",9.5215,41.1211,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,+39 0789 123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sardinia Italy,2026-01-28,,Sardinia Yurt Retreat,,yurts,Boutique Camping,,,,,,,"Via delle Rose, 07026 Olbia OT",Olbia,Sardinia,07026,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sardiniayurtretreat.com,"A serene retreat offering unique yurt accommodations surrounded by nature, perfect for relaxation and wellness activities.",,,9.498,40.923,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,+39 0789 654321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
