duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Ardennes Belgium,2026-01-28,,Les Cabanes de Rensiwez,,"treehouses, cabins",Boutique Camping,,,2-4 guests,,Year-round,,"Rensiwez 1, 6663 Houffalize",Houffalize,Wallonia,6663,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cabanesderensiwez.be,"Offering a range of unique accommodations including treehouses and cabins, this site is perfect for a romantic getaway in nature.",2 nights,"The nearest major city is Liège, and the property can be accessed by car from major highways. The closest train station is in Libramont, with taxi services available to reach the site.",5.721,50.1621,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+32 61 28 92 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Flanders Belgium,2026-01-28,,Ecochique Glamping,,safari tents,Glamping Resort,,,,,April-October,,"Kattenbos 169, 3920 Lommel",Lommel,Flanders,3920,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ecochique.be,Ecochique Glamping offers a luxurious camping experience in the heart of nature with stylish safari tents.,,,5.3094,51.2306,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,+32 11 54 76 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Flanders Belgium,2026-01-28,,Glamping at Camping Siësta,,"safari tents, pods",Glamping Resort,,,,,,,"Veldstraat 125, 2440 Geel",Geel,Flanders,2440,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingsiesta.be,A family-friendly glamping site offering unique accommodations such as safari tents and pods.,,,4.9833,51.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+32 14 58 82 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Flanders Belgium,2026-01-28,,B&B Glamping De Bosbeekpoort,,yurts,Boutique Camping,,,,,,,"Bosbeekstraat 1, 3960 Bree",Bree,Flanders,3960,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.debosbeekpoort.be,"Combining B&B comfort with glamping adventure, this property offers cozy yurts and a peaceful setting.",,,5.6013,51.1412,Yes,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,+32 89 46 08 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Flanders Belgium,2026-01-28,,Warredal Forest Camp,,"treehouses, cabins",Glamping Resort,,,2-4 guests,,Year-round,,"Ketelstraat 77, 3680 Neeroeteren",Neeroeteren,Flanders,3680,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.warredal.be,"Experience the magic of the forest with treehouses and cabins at Warredal Forest Camp, ideal for nature lovers.",2 nights,"The property is accessible by car and is located near the town of Neeroeteren in Flanders. The nearest major city is Maaseik, and the closest airport is Brussels Airport, approximately 100 km away.",5.7615,51.1089,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+32 89 86 96 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Wallonia Belgium,2026-01-28,,Your Nature Resort,,"treehouses, cottages",Glamping Resort,,,,,,,"Rue Croix Madame 1, 7640 Antoing",Antoing,Wallonia,7640,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.yournature.be,An eco-friendly resort offering a unique experience with treehouses and cottages surrounded by nature.,,"The resort is accessible by car and is located near major highways. The nearest train station is in Antoing, and the closest airport is Lille Airport in France, approximately 30 km away.",3.4233,50.5541,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,Yes,Yes,,,,Yes,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,Yes,,,,Yes,,,,Yes,,,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,+32 69 77 90 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Wallonia Belgium,2026-01-28,,Glamping Ecochique,,"safari tents, lodges",Glamping Resort,,,2-4 guests,,,,"Route de la Plate Taille 51, 6440 Froidchapelle",Froidchapelle,Wallonia,6440,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ecochique.be,"Luxury safari tents and lodges located near the Eau d'Heure lakes, offering a glamorous camping experience.",,,4.3831,50.1804,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+32 71 31 77 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Wallonia Belgium,2026-01-28,,La Cabane du Bois Dormant,,treehouses,Glamping Resort,,,2-4 guests,,Year-round,,"Chemin de la Herde 11, 4900 Spa",Spa,Wallonia,4900,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lacabaneduboisdormant.com,"A luxurious treehouse experience in the heart of the Ardennes, perfect for nature lovers.",,"The property is accessible by car and is located near the town of Spa. The nearest train station is Spa-Géronstère, and the closest airport is Liège Airport.",5.8661,50.4921,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,+32 87 77 15 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Belgian Coast Belgium,2026-01-28,,Kustpark Nieuwpoort,,safari tents,Glamping Resort,,,2-6 guests,,Year-round,,"Brugsevaart 50, 8620 Nieuwpoort, Belgium",Nieuwpoort,West Flanders,8620,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.roompot.com/destinations/belgian-coast/kustpark-nieuwpoort/,"Located near the Belgian coast, Kustpark Nieuwpoort offers a variety of luxury accommodations including safari tents. It's an ideal spot for families and nature lovers to enjoy the beach and nearby attractions.",,"Kustpark Nieuwpoort is accessible via the E40 highway, and the nearest train station is in Nieuwpoort. The closest airport is Ostend-Bruges International Airport, located approximately 20 km away.",2.7381,51.1281,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Grass,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,+32 58 23 60 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Belgian Coast Belgium,2026-01-28,,Camping Zonneweelde,,"safari tents, lodges",Luxury Campground,,,,,April-October,,"Middenweg 1, 4525 NH Retranchement, Netherlands",Retranchement,West Flanders,4525 NH,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zonneweelde.nl/,"Camping Zonneweelde offers luxury camping experiences with options like safari tents and lodges. It's located close to the beach, providing a perfect blend of relaxation and adventure.",,"Camping Zonneweelde is accessible by car and is located near the Dutch border, making it convenient for visitors traveling from the Netherlands. The nearest major city is Bruges, which is approximately a 45-minute drive away. Public transportation options are limited, so driving is recommended.",3.4411,51.3613,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,No,grass,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,,,,,,+31 117 37 12 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Antwerp Belgium,2026-01-28,,Yurt Glamping Belgium,,yurts,Boutique Camping,,,,,,,"Yurtstraat 12, 9000 Ghent",Ghent,East Flanders,9000,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://yurtglampingbelgium.com,Experience the charm of staying in a traditional yurt with modern comforts in the heart of East Flanders.,,,3.7174,51.0543,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+32 9 123 45 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Antwerp Belgium,2026-01-28,,Treehouse Belgium,,treehouses,Luxury Campground,,,,,,,"Boomlaan 5, 8000 Bruges",Bruges,West Flanders,8000,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://treehousebelgium.be,"Stay in a luxurious treehouse nestled in the woods, offering a unique and serene experience close to Bruges.",,,3.2247,51.2093,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+32 50 123 45 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Ghent Belgium,2026-01-28,,Glamping De Papaver,,safari tents,Boutique Camping,,,,,,,"Papaverstraat 1, 8690 Alveringem",Alveringem,West Flanders,8690,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampingdepapaver.be,"Set in the tranquil countryside, Glamping De Papaver offers cozy safari tents with private bathrooms and kitchens.",,,2.6754,51.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+32 58 28 88 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Ghent Belgium,2026-01-28,,Camping Les Murets,,safari tents,Luxury Campground,,,,,April-October,,"Rue des Murets 1, 6990 Hotton",Hotton,Wallonia,6990,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.camping-lesmurets.be,"Located near the Ourthe River, Camping Les Murets offers luxurious safari tents and a peaceful natural setting.",,"Camping Les Murets is accessible by car and is located near major roads in Wallonia. The nearest train station is in Hotton, providing convenient access to the property. The closest major airport is Brussels Airport, approximately 120 kilometers away.",5.4479,50.2676,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,10 meters,Yes,Yes,grass,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,+32 84 46 70 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Bruges Belgium,2026-01-28,,Glamping De Lombarde,,safari tents,Glamping Resort,,,,,April-October,,"Krinkeldijk 27, 8340 Damme",Damme,West Flanders,8340,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://glampingdelombarde.be,"A luxury glamping experience near Bruges, offering safari tents and a serene countryside setting.",,,3.3127,51.2501,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,grass,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,+32 50 35 35 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
