duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Lake Geneva Switzerland,2026-01-28,,TCS Camping Genève-Vésenaz,,pods,Luxury Campground,,,,,Year-round,,"Route de la Capite 122, 1222 Vésenaz, Switzerland",Vésenaz,Geneva,1222,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tcs.ch,A beautiful camping site offering glamping pods with views of Lake Geneva.,,"The campsite is accessible by car and public transport from Geneva. The nearest major airport is Geneva Airport, and the closest train station is in Geneva.",6.1949,46.2378,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,Yes,No,grass,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,+41 22 752 02 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Interlaken Switzerland,2026-01-28,,Million Stars Hotel,,open-air rooms,Unique Accommodation,,,2 guests,,Summer,,Various Locations in Switzerland,Various Locations,Various Cantons,,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.myswitzerland.com/en-ch/millionstarhotel/,Unique accommodations across Switzerland offering open-air rooms with breathtaking views of the night sky.,,Access to each location varies; guests are advised to check the specific directions and nearest transport options for their chosen site on the official website.,,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Interlaken Switzerland,2026-01-28,,TCS Camping Interlaken,,safari tents,Glamping Resort,,,,,Year-round,,"Lindenallee 4, 3800 Interlaken, Switzerland",Interlaken,Bern,3800,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tcs.ch/de/camping-reisen/camping/unsere-campingplaetze/interlaken/,"Located near the center of Interlaken, offering safari tents for a comfortable glamping experience.",,"The property is easily accessible by train from major Swiss cities, with the nearest train station being Interlaken West. It is also reachable by car, with parking available on-site. The nearest airport is Bern Airport, approximately 50 kilometers away.",7.8632,46.6886,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,10 meters,Yes,Yes,grass,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,+41 33 822 44 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Interlaken Switzerland,2026-01-28,,Camping Jungfrau,,safari tents,Glamping Resort,,,,,Year-round,,"Weid 406, 3822 Lauterbrunnen, Switzerland",Lauterbrunnen,Bern,3822,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingjungfrau.swiss,"Situated in the heart of the Lauterbrunnen Valley, offering glamping in safari tents with stunning waterfall views.",,"Camping Jungfrau is accessible via public transport with the nearest train station being Lauterbrunnen, which is a short walk or shuttle ride away. The closest airport is Bern Airport, approximately 70 kilometers away.",7.9085,46.5941,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 meters,Yes,Yes,gravel,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,+41 33 855 04 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Zermatt Switzerland,2026-01-28,,Alpine Lodge Trübsee,,igloos,Glamping Resort,,,2-4 guests,,Year-round,,"Trübsee, 6390 Engelberg",Engelberg,Obwalden,6390,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.titlis.ch/en,"Located on the Trübsee, offering unique igloo accommodations with stunning alpine views.",,"Accessible via a cable car ride from Engelberg, which is well connected by train from major Swiss cities. The nearest airport is Zurich Airport, approximately 100 kilometers away.",8.3833,46.7705,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,+41 41 639 50 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Grindelwald Switzerland,2026-01-28,,Glamping Jungfrau,,safari tents,Glamping Resort,150,20,2-4 guests,1995,April-October,,"Weid 406, 3822 Lauterbrunnen",Lauterbrunnen,Bern,3822,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingjungfrau.swiss,"Nestled in the heart of the Jungfrau region, offering safari tents with breathtaking mountain views.",2 nights,"The property is accessible by train from Interlaken to Lauterbrunnen station, followed by a short bus or taxi ride. The nearest major airport is Zurich Airport, approximately 2 hours away by car or train.",7.9085,46.5931,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,8 meters,Yes,Yes,gravel,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,+41 33 856 20 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Grindelwald Switzerland,2026-01-28,,Camping Aaregg,,safari tents,Luxury Campground,,,,,April-October,,"Seestrasse 22, 3855 Brienz",Brienz,Bern,3855,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.aaregg.ch,"Situated on Lake Brienz, offering luxury safari tents with direct lake access and mountain views.",,"Camping Aaregg is accessible by car and is located near the Brienz train station. The nearest major airport is Bern Airport, approximately 70 kilometers away.",8.0372,46.7543,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,Yes,,,Yes,,Yes,,Yes,,,,,,,,+41 33 951 12 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lucerne Switzerland,2026-01-28,,Glamping Hub Seelisberg,,"safari tents, treehouses",Glamping Resort,,,,,Year-round,,"Seelisberg, Uri, Switzerland",Seelisberg,Uri,6377,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampinghub.com/switzerland/uri/seelisberg/,"Located near Lake Lucerne, this glamping site offers a serene getaway with options like safari tents and treehouses.",,"Seelisberg is accessible by train and bus from major Swiss cities. The nearest airport is Zurich Airport, which is approximately 90 minutes away by car. From the airport, guests can take a train to Brunnen and then a bus to Seelisberg.",8.5823,46.9741,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,,,,,,,,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lucerne Switzerland,2026-01-28,,Camping Jungfrau Holiday Park,,"safari tents, pods",Holiday Park,,,,,,,"Weid 406, 3822 Lauterbrunnen, Switzerland",Lauterbrunnen,Bern,3822,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingjungfrau.swiss,"Surrounded by the iconic mountains of the Bernese Oberland, this site offers a range of glamping accommodations.",,"The property is accessible via train to Lauterbrunnen station, followed by a short bus ride or walk. The nearest airport is Zurich Airport, approximately 2.5 hours away by train.",7.9083,46.5935,Yes,,,Yes,Yes,Yes,,,,Yes,Yes,No,,,Yes,,grass,Yes,,,,,,,,,,Yes,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,+41 33 856 20 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Ticino Switzerland,2026-01-28,,Camping Monte Generoso,,safari tents,Glamping Resort,,,,,April-October,,"Via Casarico 3, 6818 Melano",Melano,Ticino,6818,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingmontegeneroso.ch,"Nestled on the shores of Lake Lugano, Camping Monte Generoso offers a serene glamping experience with stunning lake views and mountain backdrops.",,"Camping Monte Generoso is accessible by car and public transportation. The nearest train station is Melano, and the property is a short drive from Lugano Airport.",8.9823,45.9281,Yes,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,+41 91 648 15 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Ticino Switzerland,2026-01-28,,Glamping Lago Maggiore,,"safari tents, pods",Luxury Campground,,,,,May-October,,"Via Cantonale 1, 6673 Maggia",Maggia,Ticino,6673,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampinglagomaggiore.ch,"Experience luxury camping near the beautiful Lago Maggiore, with a variety of unique accommodations surrounded by nature.",,"The property is accessible by car and is located near the city of Maggia. The nearest major airport is Lugano Airport, and the closest train station is in Locarno.",8.705,46.242,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+41 91 753 18 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Ticino Switzerland,2026-01-28,,TCS Camping Lugano-Muzzano,,"tents, mobile homes",Boutique Camping,,,2-4 guests,,April-October,,"Via ai Bosconi, 6933 Muzzano",Muzzano,Ticino,6933,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tcs.ch/de/camping-reisen/campingplaetze/tcs-camping-lugano-muzzano,"Located near Lugano, this glamping site offers a blend of comfort and nature with easy access to the city and lake.",,"The property is accessible by car and is located near the city of Lugano. The nearest major train station is Lugano, and the closest airport is Lugano Airport.",8.9181,45.9915,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,8 meters,Yes,No,grass,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,+41 91 994 14 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
