duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Cornwall UK,2026-01-28,,Kudhva,,"tree tents, cabins",Boutique Camping,,,,,April-October,,"Trebarwith Strand, Tintagel, Cornwall",Tintagel,Cornwall,PL34 0HH,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kudhva.com,Architecturally designed hideouts and tree tents offering a unique escape with stunning views of the Cornish coast.,,"Kudhva is accessible by car and is located near Tintagel, Cornwall. The nearest train station is Bodmin Parkway, approximately 45 minutes away by car. The closest airport is Newquay Cornwall Airport, around an hour's drive from the property.",-4.7495,50.6683,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,,,,,,,,,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,+44 1840 230488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Cornwall UK,2026-01-28,,YHA Eden Project,,eco-pods,Glamping Resort,,,2-4 guests,,Year-round,,"Eden Project, Bodelva, Cornwall",Bodelva,Cornwall,PL24 2SG,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.yha.org.uk/hostel/yha-eden-project,"Stay in unique eco-pods located within the grounds of the Eden Project, offering a truly unique glamping experience.",,"The property is easily accessible by car and is located near the A30. The nearest train station is St Austell, with regular services from London Paddington. From the station, local buses and taxis are available to reach the Eden Project.",-4.7425,50.3619,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,+44 345 371 9643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lake District UK,2026-01-28,,The Quiet Site,,"pods, cabins",Glamping Resort,,,,,Year-round,,"Ullswater, Watermillock, Penrith, Cumbria, CA11 0LS",Penrith,Cumbria,CA11 0LS,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://thequietsite.co.uk,Award-winning eco-friendly glamping site with stunning views of Ullswater and the surrounding fells.,,"The Quiet Site is located near Ullswater, with the nearest train station in Penrith, approximately 20 minutes away by car. It is easily accessible by car via the M6 motorway.",-2.8645,54.5973,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8 meters,Yes,No,Grass,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,+44 1768 486549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lake District UK,2026-01-28,,Long Valley Yurts,,yurts,Boutique Camping,,,,,April-October,,"Great Langdale, Windermere, Cumbria, LA22 9JU",Windermere,Cumbria,LA22 9JU,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.long-valley-yurts.co.uk,"Luxury yurts located in scenic spots throughout the Lake District, offering a unique blend of adventure and comfort.",,,-3.0886,54.4541,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,+44 1539 267030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lake District UK,2026-01-28,,"Another Place, The Lake",,shepherd huts,Luxury Hotel with Glamping,,,2-4 guests,,Year-round,,"Watermillock, Ullswater, Cumbria, CA11 0LP",Ullswater,Cumbria,CA11 0LP,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://another.place,"A relaxed, contemporary hotel with a variety of accommodation options, including stylish shepherd huts.",,"The nearest train station is Penrith, approximately 20 minutes away by car. The hotel is accessible via the M6 motorway, and Manchester Airport is about 2 hours away by car.",-2.853,54.598,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,,No,No,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,+44 1768 486442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lake District UK,2026-01-28,,Inside Out Camping,,safari tents,Luxury Campground,6,6,2-6 guests,,April-October,,"Hollows Farm, Grange, Keswick, Cumbria, CA12 5UQ",Keswick,Cumbria,CA12 5UQ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.insideoutcamping.co.uk,"Offers comfortable safari tents with stunning views of the Borrowdale Valley, perfect for families and groups.",2 nights,"The property is accessible by road, with Keswick being the nearest town. The closest train station is Penrith, approximately 17 miles away, and the nearest airport is Carlisle Lake District Airport.",-3.1503,54.5241,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,+44 17687 77216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lake District UK,2026-01-28,,Glampotel Bracks Farm,,canvas cottages,Glamping Resort,,,,,,,"Bracks Farm, Bishop Auckland, County Durham, DL14 8ED",Durham,County Durham,DL14 8ED,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampotel.com/bracks-farm,"Luxurious canvas cottages set in a peaceful countryside location, offering a perfect blend of nature and comfort.",,,-1.6768,54.65,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+44 1388 663328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Cotswolds UK,2026-01-28,,The Fish Hotel,,"treehouses, huts",Luxury Retreat,,,,,Year-round,,"Farncombe Estate, Broadway WR12 7LH",Broadway,Worcestershire,WR12 7LH,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thefishhotel.co.uk,"A unique retreat offering a mix of luxury rooms, huts, and treehouses nestled in the Cotswolds.",,"The Fish Hotel is located near the village of Broadway in Worcestershire. The nearest train station is Evesham, approximately 6 miles away, and the closest airport is Birmingham Airport, around 40 miles from the property.",-1.8388,52.0351,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+44 1386 858000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Cotswolds UK,2026-01-28,,Campden Yurts,,yurts,Glamping Site,,,,,,,"Westington Hill, Chipping Campden GL55 6UR",Chipping Campden,Gloucestershire,GL55 6UR,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campdenyurts.co.uk,"A family-friendly glamping site with spacious yurts, perfect for exploring the Cotswolds.",,,-1.7828,52.0486,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,+44 1386 840164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Cotswolds UK,2026-01-28,,Cotswold Farm Park,,"safari tents, pods",Farm Stay Glamping,,,,,April-October,,"Guiting Power, Cheltenham GL54 5FL",Cheltenham,Gloucestershire,GL54 5FL,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cotswoldfarmpark.co.uk,"Offers a range of glamping options including safari tents and pods, set in a working farm environment.",,"Cotswold Farm Park is located near Cheltenham, accessible by car via the A40 and A429. The nearest train station is in Cheltenham, offering connections to major cities.",-1.8665,51.9291,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,No,grass,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,+44 1451 850307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Cotswolds UK,2026-01-28,,The Wildings,,safari tents,Luxury Glamping,,,,,April-October,,"Naunton, Cheltenham GL54 3AY",Cheltenham,Gloucestershire,GL54 3AY,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thewildings.co.uk,Luxury safari tent accommodations with stunning views of the Cotswolds countryside.,2 nights,,-1.8538,51.8968,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,+44 1451 850707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Cotswolds UK,2026-01-28,,Log House Holidays,,cabins,Luxury Cabin Retreat,8,8,2-11 guests,1980,Year-round,,"Poole Keynes, Cirencester GL7 6ED",Cirencester,Gloucestershire,GL7 6ED,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.loghouseholidays.co.uk,"Offers secluded luxury cabins with private hot tubs, set around a private lake.",3 nights,"The property is located near Cirencester, with the nearest major train station being Kemble Station, approximately 6 miles away. The closest airport is Bristol Airport, about an hour's drive.",-1.9902,51.6683,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+44 1285 770082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Scotland UK,2026-01-28,,Ecocamp Glenshee,,"yurts, pods, shepherd's huts",Glamping Resort,,,,,Year-round,,"Blacklunans, Blairgowrie, Perthshire, PH10 7LR",Blairgowrie,Perthshire,PH10 7LR,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ecocampglenshee.co.uk,"Nestled in the stunning scenery of the Scottish Highlands, Ecocamp Glenshee offers a range of eco-friendly accommodations including yurts, shepherd's huts, and glamping pods.",,,-3.4296,56.7524,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,+44 1250 886061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
