duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Lisbon Portugal,2026-01-28,,Glamping Hills,,safari tents,Boutique Camping,,,2-4 guests,,Year-round,,"Estrada Nacional 3, 6120-221 Mação",Mação,Centro,6120-221,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampinghills.com,"Nestled in the hills of central Portugal, offering a peaceful retreat with luxurious safari tents.",,,-7.9986,39.5556,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,+351 925 678 910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Lisbon Portugal,2026-01-28,,Nature Lodge,,"cabins, yurts",Eco Lodge,,,,,April-October,,"Vale da Telha, 8670-156 Aljezur",Aljezur,Algarve,8670-156,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.naturelodgealjezur.com,"Eco-friendly lodge offering a blend of comfort and nature, located in the beautiful Algarve region.",2 nights,,-8.8037,37.3191,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,+351 938 765 432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Porto Portugal,2026-01-28,,Oasis Nature Lodge,,safari tents,Eco Lodge,,,,,,,"Lugar do Pego, Vila Nova de Cerveira",Vila Nova de Cerveira,Viana do Castelo,4920-080,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://oasisnaturelodge.com,"Located in the lush Minho region, Oasis Nature Lodge offers an eco-friendly retreat with luxury tents and natural surroundings.",,,-8.7424,41.9357,Yes,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,+351 258 123 789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Alentejo Portugal,2026-01-28,,Reserva Alecrim EcoSuite & Glamping,,"safari tents, yurts, eco-suites",Glamping Resort,,,,,,,"Herdade do Juncalinho, 7540-415 Santiago do Cacém",Santiago do Cacém,Alentejo,7540-415,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.reservalecrim.com,"Nestled in the Alentejo region, this eco-friendly retreat offers stunning views, a biopool, and various glamping accommodations.",,,-8.6952,38.0064,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+351 269 909 016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Douro Valley Portugal,2026-01-28,,Quinta de Casaldronho Wine Hotel,,tents,Luxury Campground,,,2-4 guests,,Year-round,,"EN 313 Valdigem, 5100-829 Lamego",Lamego,Douro,5100-829,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.quintadecasaldronho.com,"Located in the heart of the Douro Valley, this glamping experience offers luxury tents with stunning vineyard views.",,"The nearest airport is Francisco Sá Carneiro Airport in Porto, approximately 1.5 hours by car. The property is accessible via the A24 highway, and the nearest train station is in Peso da Régua, about 10 km away.",-7.7821,41.1662,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,+351 254 331 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Douro Valley Portugal,2026-01-28,,Douro41 Hotel & Spa,,lodges,Boutique Camping,,,2-4 guests,,Year-round,,"EN 222 Km 41, 4550-631 Castelo de Paiva",Castelo de Paiva,Douro,4550-631,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.douro41.com,Offering a unique glamping experience with eco-friendly lodges overlooking the Douro River.,,"The nearest airport is Francisco Sá Carneiro Airport (OPO) in Porto, approximately 60 km away. The hotel can be reached by car via the A4 and N222 roads or by train to the nearest station in Mosteirô, followed by a short taxi ride.",-8.2705,41.0629,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,No,No,,,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,+351 255 690 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Douro Valley Portugal,2026-01-28,,Pedras Salgadas Spa & Nature Park,,"eco-houses, treehouses",Nature Park,12,12,2-4 guests,2012,Year-round,,"Parque de Pedras Salgadas, 5450-140 Vila Pouca de Aguiar",Vila Pouca de Aguiar,Douro,5450-140,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pedrassalgadaspark.com,"Combines luxury with nature in the heart of the Douro Valley, featuring eco-houses and treehouses.",2 nights,"The nearest airport is Francisco Sá Carneiro Airport in Porto, approximately 90 km away. From Porto, you can drive or take a train to Vila Pouca de Aguiar.",-7.6215,41.5245,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+351 259 437 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sintra Portugal,2026-01-28,,Glamping Sintra,,"safari tents, yurts",Glamping Resort,,,,,,,"Estrada da Lagoa Azul, Sintra",Sintra,Lisbon,2714-511,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampingsintra.com,"Nestled in the stunning Sintra-Cascais Natural Park, Glamping Sintra offers a luxurious camping experience with breathtaking views and close proximity to Sintra's historic sites.",,,-9.3907,38.7804,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,+351 219 123 456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sintra Portugal,2026-01-28,,Quinta M,,yurts,Boutique Camping,,,,,,,"Estrada Nacional 3, Santarém",Santarém,Ribatejo,2000-471,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.quintam.com,Quinta M offers a luxurious glamping experience in the heart of Ribatejo with Mongolian yurts and a serene countryside setting.,,,-8.6867,39.2333,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+351 243 123 456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Madeira Portugal,2026-01-28,,Madeira Glamping,,"yurts, safari tents",Boutique Camping,,,,,Year-round,,"Caminho da Lombada, 9360-515 Ponta do Sol, Madeira",Ponta do Sol,Madeira,9360-515,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://madeiraglamping.com,Experience the beauty of Madeira in style with unique accommodations that blend comfort and nature.,,,-17.101,32.6836,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+351 965 123 456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Madeira Portugal,2026-01-28,,Nature Glamping,,"treehouses, pods",Luxury Campground,,,2-4 guests,,Year-round,,"Estrada Monumental 306, 9000-100 Funchal, Madeira",Funchal,Madeira,9000-100,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://natureglampingmadeira.com,"Located near Funchal, this glamping site offers eco-friendly accommodations with a focus on sustainability and luxury.",,"The property is accessible by car from Funchal city center. The nearest airport is Madeira Airport, approximately 20 km away.",-16.908,32.6497,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+351 291 700 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Azores Portugal,2026-01-28,,Azul Singular,,"safari tents, yurts",Glamping Resort,,,2-4 guests,,Year-round,,"Rua do Cabeço Verde, 9900-401 Horta, Faial, Azores, Portugal",Horta,Azores,9900-401,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://azulsingular.com,"Azul Singular offers a unique glamping experience in the heart of the Azores, featuring eco-friendly accommodations surrounded by lush nature.",2 nights,"Azul Singular is located on the island of Faial in the Azores. The nearest airport is Horta Airport (HOR), which is approximately 10 km away. From the airport, guests can reach the property by taxi or rental car.",-28.7006,38.5731,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+351 967 789 125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Azores Portugal,2026-01-28,,Furnas Lake Villas,,cabins,Luxury Campground,,,,,,,"Estrada Regional do Sul, 9675-090 Furnas, Azores, Portugal",Furnas,Azores,9675-090,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://furnaslakevillas.pt,"Located in the scenic Furnas Valley, this glamping site offers luxurious villas and a tranquil environment, perfect for nature lovers.",,"The nearest airport is João Paulo II Airport in Ponta Delgada, approximately 45 km away. From there, you can rent a car or take a taxi to reach Furnas. The property is easily accessible by road and is located near the famous Furnas Lake.",-25.3144,37.7658,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+351 296 584 177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Azores Portugal,2026-01-28,,Terra Nostra Garden Hotel,,luxury rooms,Boutique Hotel with Glamping Options,,,2-4 guests,1935,Year-round,,"Rua Padre José Jacinto Botelho, 9675-061 Furnas, Azores, Portugal",Furnas,Azores,9675-061,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bensaude.pt/terranostragardenhotel,"Nestled in the lush Terra Nostra Botanical Park, this hotel offers a unique blend of luxury and nature, with access to natural hot springs.",,"The nearest airport is João Paulo II Airport in Ponta Delgada, approximately 46 km away. From there, guests can rent a car or take a taxi to reach the hotel in Furnas.",-25.3117,37.772,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,+351 296 549 090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
