priority_stratum,id,property_id,property_name,site_name,unit_type,state,unit_weight,rate_avg_retail_daily_rate,unit_hot_tub_current,property_hot_tub_current,unit_hot_tub_or_sauna_current,url,ota_url_hipcamp,ota_url_airbnb,discovery_source
P0-Safari/Cabin-blank,10591,2fe92e91-deb8-42e4-8885-7a6a1d6e7f03,Under Canvas North Yellowstone,DELUXE with kids tent,Safari Tent,MT,8,514.17,,,No,https://www.undercanvas.com/camps/north-yellowstone/,,,Sage
P0-Safari/Cabin-blank,10593,2fe92e91-deb8-42e4-8885-7a6a1d6e7f03,Under Canvas North Yellowstone,Deluxe suite,Safari Tent,MT,8,418.33,,,No,https://www.undercanvas.com/camps/north-yellowstone/,,,Sage
P0-Safari/Cabin-blank,10947,caae79d5-aaed-4d9a-add8-0638a6c88f69,Lost Lake Resort,Cabin,Cabin,OR,8,162.5,,,,https://lostlakeresort.org/,,,Sage
P0-Safari/Cabin-blank,10222,353ef70b-105b-4f09-a899-704f6513c892,Treetopia Campground,Glamping Tents,Safari Tent,NY,7,170,,,No,https://www.treetopiacampground.com/,,,Sage
P0-Safari/Cabin-blank,10628,8facf96d-97eb-463c-b2b0-06e9168ed8ff,Under Canvas Columbia River Gorge,Mount Hood Suite,Safari Tent,WA,7,993.5,,,No,https://www.undercanvas.com/camps/columbia-river-gorge/,,,Sage
P0-Safari/Cabin-blank,10629,8facf96d-97eb-463c-b2b0-06e9168ed8ff,Under Canvas Columbia River Gorge,Suite with kids tent,Safari Tent,WA,7,502,,,No,https://www.undercanvas.com/camps/columbia-river-gorge/,,,Sage
P0-Safari/Cabin-blank,10633,8facf96d-97eb-463c-b2b0-06e9168ed8ff,Under Canvas Columbia River Gorge,Stargazer tent,Safari Tent,WA,7,383.33,,,No,https://www.undercanvas.com/camps/columbia-river-gorge/,,,Sage
P0-Safari/Cabin-blank,10896,1f6c251b-64c6-4847-bb08-c88ebee79f07,Green Rock Retreat,Safari Tent,Safari Tent,OR,7,206.25,,,,https://www.greenrockretreat.com/,,,Web Research 2025
P0-Safari/Cabin-blank,10121,8f833666-eec4-4cee-af22-05e8cb1f2bd8,Coldwater Gardens,Glamping Tents,Safari Tent,FL,6,130,,,No,https://coldwatergardens.com/,,,Sage
P0-Safari/Cabin-blank,10243,759d1ef3-a43b-48ee-8579-a507e07ff71e,Glamping Retro,Safari Tent,Safari Tent,TN,6,118,,,No,https://glampingretro.com/,,,Sage
P0-Safari/Cabin-blank,10304,c0535d2c-39a4-4ae6-9c79-72cff41ea9dd,Pampered Wilderness,Timber Framed Safari Tent,Safari Tent,WA,6,245,,,No,http://pamperedwilderness.com/,,,Sage
P0-Safari/Cabin-blank,10418,06544c3e-1326-487f-9bec-1f8ee6c5e9a3,Costanoa,Campground Cabin,Cabin,CA,6,390.33,,,No,https://costanoa.com,,,Sage
P0-Safari/Cabin-blank,10433,70c7c5a9-0412-4032-b873-e7cb778bc0f7,Cutty's Hayden Creek Resort,Creekside Cabins,Cabin,CO,6,168.5,,,No,https://cuttysresort.net,,,Sage
P0-Safari/Cabin-blank,10449,97d26b8d-8f17-42be-87df-60ce4f0d130c,Camp Olowalu,Cabins,Cabin,HI,6,1800,,,No,https://campolowalu.com,,,Sage
P0-Safari/Cabin-blank,10548,f681a445-3519-4d98-be68-5c0a48f83656,Alpine Lakes Lodge,Cabin,Cabin,WA,6,140,,,No,https://alpinelakeslodge.com/,,,Sage
P0-Safari/Cabin-blank,88,7824773f-426e-4eb0-b4a1-ee646595fb65,Sinya on Lone Man Creek,,Safari Tent,TX,5,419.13,,Yes,,https://www.hillcountrysinya.com/,,,OpenAI Research - Safari Tents
P0-Safari/Cabin-blank,10139,bb8cc55d-e650-46e9-8927-02f6c41ea09f,Moose Creek Ranch,Glamping Cabins,Safari Tent,ID,5,182.33,,,No,https://www.moosecreekranch.com/,,,Sage
P0-Safari/Cabin-blank,10164,ae850e9d-38db-4cea-93b4-711f855b4c44,Off Map Glamping,Deluxe Tent,Safari Tent,MI,5,287.5,,,,https://www.stayoffmap.com/,,,Sage
P0-Safari/Cabin-blank,10169,8c930a04-f40c-4364-a46c-177ba6ac7749,Roaring River Hills Campground and Cabins,Big #3 / Big #4 / Big #5 / Small #1 / Small #2,Safari Tent,MO,5,101.75,,,,https://roaringriverhillscampgroundandcabins.com/,,,Sage
P0-Safari/Cabin-blank,10170,8c930a04-f40c-4364-a46c-177ba6ac7749,Roaring River Hills Campground and Cabins,Adventure Tent #12 / Adventure Tent #13 / Adventure Tent #14 / Adventure Tent #15 / Adventure Tent #16,Safari Tent,MO,5,101.75,,,No,https://roaringriverhillscampgroundandcabins.com/,,,Sage
P0-Safari/Cabin-blank,10429,a00f8f1b-2ccf-43f2-8cef-0d5844435cf7,Arapaho Valley Ranch,Cabins,Cabin,CO,5,309.83,,,No,https://arapahovalleyranch.com/,,,Sage
P0-Safari/Cabin-blank,10441,8f833666-eec4-4cee-af22-05e8cb1f2bd8,Coldwater Gardens,Canopy Cottages,Cabin,FL,5,238.33,,,No,https://coldwatergardens.com/,,,Sage
P0-Safari/Cabin-blank,10446,db89ebba-eb1a-4904-9a4d-b049c6f9958e,Twin Lakes Camp Resort,Cabin Suites,Cabin,FL,5,303,,,No,https://twinlakescampresort.com/,,,Sage
P0-Safari/Cabin-blank,10452,6748d0d0-0c7e-4fdb-987e-53d0f877b796,Bristol Cabins,Cabins,Cabin,ID,5,95,,,No,https://bristolcabins.org,,,Sage
P0-Safari/Cabin-blank,10510,58b5f9ab-b90b-4b6d-9e7d-bbbf0cd53e64,Valley Overlook,Loft Cabin,Cabin,OH,5,296.5,,,,https://www.valleyoverlook.com/,,,Sage
P0-Safari/Cabin-blank,9521,260f5a81-f77f-4e2c-8c9b-4e24e35c68af,Tuxedo Falls,Safari Tent,Safari Tent,NC,4,250,,,,https://woodallscm.com/n-c-glamping-retreat-opens-with-2-treehouses-4-tents/,,,Sage
P0-Safari/Cabin-blank,9565,d4a351a9-0cca-414a-8b06-1d017de5836c,Two Capes Lookout,Mirror Cabin,Cabin,OR,4,231.25,,,,https://twocapeslookout.com/,,,Sage
P0-Safari/Cabin-blank,10174,c3125bfd-0352-4132-a223-5b7be2891639,Tiny Town Campground,Safari Tents,Safari Tent,MT,4,223.67,,,No,https://www.emigrantcabins.com/,,,Sage
P0-Safari/Cabin-blank,10212,9e4b8ed3-58cc-48aa-aa82-be9260749b3a,Hemlock Falls,Tents,Safari Tent,NY,4,325,,,No,https://www.hemlockfallscamping.com,,,Sage
P0-Safari/Cabin-blank,10223,1f2ece7a-e082-42bb-8fd8-986a8149f39a,Hilltop Resorts and Campground,Glamping Tent,Safari Tent,OH,4,99.5,,,No,https://www.hilltopresorts.com,,,Sage
P0-Safari/Cabin-blank,10229,65b0bdf6-39c6-4148-ab1e-b4534efa2248,Umpqua's Last Resort,Glamping Tent,Safari Tent,OR,4,150,,No,No,http://www.umpquaslastresort.com/,,,Sage; web_research_hot_tub_2026_05_27
P0-Safari/Cabin-blank,10265,dc27f086-09d9-4089-81e2-8678a4558387,Palo Duro Glamping,Glampsite A / Glampsite B / Glampsite C / Glampsite D,Safari Tent,TX,4,176.25,,,,https://www.paloduroglamping.com/,,,Sage
P0-Safari/Cabin-blank,10273,03f71ff5-8024-490c-b591-568be27c3e1d,Wahwahtaysee Resort,Safari Tent (One Bedroom),Safari Tent,TX,4,366.67,,,No,http://www.wahwahtayseeresort.com/,,,Sage
P0-Safari/Cabin-blank,10445,8ad55a16-d31a-48b4-9504-ffd6b1d54f5d,Trail Lakes Campground,Cabins,Cabin,FL,4,225,,,No,https://www.evergladescamping.net/,,,Sage
P0-Safari/Cabin-blank,10448,4de6e19b-6199-4fc6-818c-c3349b6ae3e5,Hidden Hollow Resort,Cabins,Cabin,GA,4,152.5,,,No,http://hiddenhollowresort.com/index.html,,,Sage
P0-Safari/Cabin-blank,10477,3228cc0f-e0e4-407d-bc87-44b5ba357511,Sundance Ranch KC,Cabins,Cabin,MO,4,498.33,,,No,https://www.sundancekc.com,,,Sage
P0-Safari/Cabin-blank,10551,e469b772-121b-462a-9e97-ac02171816a8,French Creek at Bush Creek Ranch,Sportsman's Club Cabins,Cabin,WY,4,1500,,,No,https://www.brushcreekranch.com/frenchcreek,,,Sage
P0-Safari/Cabin-blank,11464,05d268d4-d3b1-479d-9104-d7c170e1fcb1,The Destination,,Safari Tent,AL,4,318,,No,,https://www.tdbsc.com/,,,Google News RSS; web_research_hot_tub_2026_05_27
P0-Safari/Cabin-blank,13010,54752c1b-e4ae-4f5e-9f4c-65234d4b95cd,Collective Retreats Governors Island,Basecamp Cabin,Cabin,NY,4,182.38,,,,https://www.collectiveretreats.com/retreat/collective-governors-island/,,,safari_tent_unit_mix_corrections_round2_2026_07_08
P0-Safari/Cabin-blank,10112,a00f8f1b-2ccf-43f2-8cef-0d5844435cf7,Arapaho Valley Ranch,Glamping Tent,Safari Tent,CO,3,236.25,,,No,https://arapahovalleyranch.com/,,,Sage
P0-Safari/Cabin-blank,10134,97d26b8d-8f17-42be-87df-60ce4f0d130c,Camp Olowalu,Family Tentalow,Safari Tent,HI,3,210,,,No,https://campolowalu.com,,,Sage
P0-Safari/Cabin-blank,10186,d3a3ab4b-c36d-4025-9489-3e6617851273,Gorgeous Stays,Tents,Safari Tent,NC,3,95,,,No,https://www.gorgeousstays.com,,,Sage
P0-Safari/Cabin-blank,10236,cc0df0a7-9a9e-453c-8b8a-81313fbfafe9,Bear Den Cabins & Camp,Glamping Tent,Safari Tent,SD,3,80,,,,https://beardencabinsandcamp.com/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB,,,Sage
P0-Safari/Cabin-blank,10255,f4a66596-a81c-4f9c-bb64-3bf24d0ce22d,GLAT Austin,French #2 / Colorado #2 / Montana #8,Safari Tent,TX,3,173.75,,,,https://glataustin.com/,,,Sage
P0-Safari/Cabin-blank,10256,f4a66596-a81c-4f9c-bb64-3bf24d0ce22d,GLAT Austin,Bitmo / Amalfi #5 / Careyes #6,Safari Tent,TX,3,175,,,,https://glataustin.com/,,,Sage
P0-Safari/Cabin-blank,10272,03f71ff5-8024-490c-b591-568be27c3e1d,Wahwahtaysee Resort,Safari Tent (Two Bedroom),Safari Tent,TX,3,466.67,,,No,http://www.wahwahtayseeresort.com/,,,Sage
P0-Safari/Cabin-blank,10413,925c1c4e-82c9-49d6-805e-18db3df21492,Log Cabin Wilderness Lodge,Small Cabins,Cabin,AK,3,289,,,No,https://www.logcabinwildernesslodge.com,,,Sage; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,10444,8ad55a16-d31a-48b4-9504-ffd6b1d54f5d,Trail Lakes Campground,Chickees,Cabin,FL,3,243.33,,,No,https://www.evergladescamping.net/,,,Sage
P0-Safari/Cabin-blank,10480,73b983a9-3b09-47f7-9799-23da76458749,Bison Creek Ranch,A-Frames,Cabin,MT,3,200,,,No,https://bisoncreekranch.com,,,Sage
P0-Safari/Cabin-blank,10482,e52ed16f-1bfb-4290-a311-c41b5fceffdb,Tobacco River Ranch Glamping,Cabins,Cabin,MT,3,115,,,No,https://tobaccoriverranch.com/,,,Sage
P0-Safari/Cabin-blank,10542,57202682-9390-450e-a6f8-4f0c013e83d5,Boulder Mountain Guest Ranch,Cabins,Cabin,UT,3,333.75,,,No,https://bouldermountainguestranch.com,,,Sage
P0-Safari/Cabin-blank,10552,4c54a6fe-6c00-4796-af86-64161b5e8cc9,Goosewing Ranch,2 Bedroom Cabins,Cabin,WY,3,1882,,,No,https://goosewingranch.com/,,,Sage
P0-Safari/Cabin-blank,9507,d29e6fad-901a-4280-b52e-7017cde3a942,Wyldstay Smoky Mountains,Glamping Site,Safari Tent,TN,2,175,,,,https://moderncampground.com/usa/tennessee/wyldstay-smoky-mountains-opens-1-5m-glamping-retreat-in-jefferson-county/,,,Sage
P0-Safari/Cabin-blank,9510,68204578-568d-4060-a9c0-451598f6af09,Ray of Sunshine,Off-Grid Cabin,Cabin,PA,2,152.5,,,,http://jeffersontwppa.com/,,,Sage
P0-Safari/Cabin-blank,10130,8be728cd-a2a5-43e3-b167-e4d7cd0a114e,Timberline Glamping Co. Clarks Hill Lake,Standard Safari Tent,Safari Tent,GA,2,154,,,No,https://www.timberlineglamping.com/clarks-hill,,,Sage
P0-Safari/Cabin-blank,10138,6748d0d0-0c7e-4fdb-987e-53d0f877b796,Bristol Cabins,Tent-Cabins,Safari Tent,ID,2,90,,,No,https://bristolcabins.org,,,Sage
P0-Safari/Cabin-blank,10197,529d4cbc-5dd0-48df-8eee-84eb29921bd5,Moon Valley Campground,Safari Tents,Safari Tent,NJ,2,300,,,No,https://moonvalleycampground.com/,,,Sage
P0-Safari/Cabin-blank,10211,0d143092-7a34-4df4-8d9d-2d97527ce670,Good Natured Glamping,Safari Tent,Safari Tent,NY,2,115,,,No,https://www.goodnaturedglamping.com/,,,Sage
P0-Safari/Cabin-blank,10231,0b197347-1fb9-4534-b975-35a6c59c521f,Airydale Retreat,Towhee,Safari Tent,PA,2,160,,,No,https://www.airydaleretreat.com/,,,Sage
P0-Safari/Cabin-blank,10232,842d8c9a-cc2e-4459-bc26-5d29e90efd44,BigMount Glamping,Safari Tents,Safari Tent,PA,2,300,,,No,https://www.bmglamping.com,,,Sage
P0-Safari/Cabin-blank,10258,6b27b3a7-2b52-4d30-a91c-a6eba46eff00,Khushatta Hills Ranch,Alzeda / Mom Mollie,Safari Tent,TX,2,150,,,,https://khushattahillsranch.com/,,,Sage
P0-Safari/Cabin-blank,10311,17f8dcfc-873f-44f8-9288-9ffeee764ae5,Treebones Resort,Autonomous Tent,Safari Tent,CA,2,948.33,,,No,https://www.treebonesresort.com/,,,Sage
P0-Safari/Cabin-blank,10412,925c1c4e-82c9-49d6-805e-18db3df21492,Log Cabin Wilderness Lodge,Cabins,Cabin,AK,2,319,,,No,https://www.logcabinwildernesslodge.com,,,Sage; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,10421,80a8b343-3d15-4b85-9b99-df2626de19d4,El Capitan Canyon,Luxury Cabins,Cabin,CA,2,909.33,,,No,https://elcapitancanyon.com/,,,Sage
P0-Safari/Cabin-blank,10424,4b802f57-c33a-4f21-8b3e-0ed4679a2b21,Huttopia Paradise Springs,Trappeur Duo Pacific Red Rock,Cabin,CA,2,430.75,,,No,https://canada-usa.huttopia.com/en/site/paradise-springs/,,,Sage
P0-Safari/Cabin-blank,10437,db02f3e9-ace4-46eb-a4bf-40fe02d05719,Sticks and Stones Farm,Rustic Cabins,Cabin,CT,2,110,,,No,https://www.sticksandstonesfarm.com,,,Sage
P0-Safari/Cabin-blank,10438,db02f3e9-ace4-46eb-a4bf-40fe02d05719,Sticks and Stones Farm,Cabins,Cabin,CT,2,105,,,,https://www.sticksandstonesfarm.com,,,Sage
P0-Safari/Cabin-blank,10455,bb8cc55d-e650-46e9-8927-02f6c41ea09f,Moose Creek Ranch,Rendezvous Cabins,Cabin,ID,2,317.33,,,No,https://www.moosecreekranch.com/,,,Sage
P0-Safari/Cabin-blank,10488,8f11f6d8-7792-431e-b735-96240a4fa556,Stay Nantahala,MoonShadow Lakeview Cabin-3 Story,Cabin,NC,2,638,,,,https://www.visitlakesend.com/yurt-90,,,Sage; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,10489,8f11f6d8-7792-431e-b735-96240a4fa556,Stay Nantahala,Cozy Lakefront Cabin,Cabin,NC,2,439.25,,,,https://www.visitlakesend.com/yurt-90,,,Sage; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,10497,1287d85c-10d6-4815-ac49-f65bb6edd555,Camp Catskills,Rustic Cabin,Cabin,NY,2,127.25,,,No,https://campcatskillsrvpark.com,,,Sage
P0-Safari/Cabin-blank,10518,4338de66-62c4-401c-b917-b3be49563272,Tipi Village Retreat,Cabins,Cabin,OR,2,160,,,No,http://tipivillageretreat.com/,,,Sage
P0-Safari/Cabin-blank,10529,759d1ef3-a43b-48ee-8579-a507e07ff71e,Glamping Retro,The Pond House/Trent Treehouse,Cabin,TN,2,156,,,No,https://glampingretro.com/,,,Sage
P0-Safari/Cabin-blank,10532,ac89f130-229c-4ac5-b9d6-2ac6ec410be1,Camp Ledgerock Retreat - Luxury Glamping on Canyon Lake,Cottage,Cabin,TX,2,251.25,,,,https://campledgerockretreat.com/,,,Sage
P0-Safari/Cabin-blank,10536,f4a66596-a81c-4f9c-bb64-3bf24d0ce22d,GLAT Austin,Glat #1 / Glat #2,Cabin,TX,2,225,,,,https://glataustin.com/,,,Sage
P0-Safari/Cabin-blank,11510,14a0d295-0df6-4ea2-bc9a-9823c67ef6ae,Timberline Glamping at Kingston Downs,Standard Safari Tent,Safari Tent,GA,2,168.5,,,,https://kingstondowns.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11513,7a37d2a5-d378-45bb-82b4-93eba7ea205d,Timberline Glamping at Lake Lanier River Forks,Standard Safari Tent,Safari Tent,GA,2,212,,,,https://riverforks.tlglamping.com/,,,Manual Research
