id,property_id,property_name,queue,url,reason
11730,8b904632-3191-46d0-9f03-e2ee77135932,Ponderosa State Park,state_park_placeholder,https://parksandrecreation.idaho.gov/parks/ponderosa,no_quoted_unit_type
11737,66f80e62-1cbc-4513-b652-b0c0e033fc3f,Potato Creek State Park,state_park_placeholder,https://www.in.gov/dnr/state-parks/parks-lakes/potato-creek-state-park/,no_quoted_unit_type
11709,0cdcacb7-baa4-4afc-bc2e-ef588e5f5868,Raven Rock State Park,state_park_placeholder,https://www.ncparks.gov/state-parks/raven-rock-state-park,no_quoted_unit_type
11723,5e060832-0cd5-4240-aede-38b418911c04,Rock Cut State Park,state_park_placeholder,https://www2.illinois.gov/dnr/Parks/Pages/RockCut.aspx,no_glamping_product_on_page
11775,284291b0-feb6-4dec-a594-fc7d2b3897af,Rocky Neck State Park,state_park_placeholder,https://portal.ct.gov/DEEP/State-Parks/Parks/Rocky-Neck-State-Park,no_quoted_unit_type
11714,9df4456f-9499-46dc-b763-af338cfb65e1,Salt Fork State Park Lodge,state_park_placeholder,https://www.greatohiolodges.com/lodges/salt-fork/,no_glamping_product_on_page
11760,33c7b72a-bc17-48aa-8935-176192986c56,Sebago Lake State Park,state_park_placeholder,https://www.maine.gov/dacf/parks/sebago_lake_sp/index.shtml,no_glamping_product_on_page
11729,5c62bcc7-70c9-41c9-bc2e-bf513e3c6fe1,Silver Lake State Park,state_park_placeholder,https://www2.dnr.state.mi.us/parksandtrails/details.aspx?id=496&type=SFPG,no_glamping_product_on_page
11776,e6374b90-0f93-4855-8e05-255c1c7a7556,Silver Sands State Park,state_park_placeholder,https://portal.ct.gov/DEEP/State-Parks/Parks/Silver-Sands-State-Park,no_glamping_product_on_page
11700,841e25a2-4670-4e86-b41c-2fb8e7a64225,Stephen Foster Folk Culture Center State Park,state_park_placeholder,https://www.floridastateparks.org/parks-and-trails/stephen-foster-folk-culture-center-state-park,no_quoted_unit_type
11705,1dd632bd-0631-438a-9395-6ba836dc5d35,Table Rock State Park,state_park_placeholder,https://southcarolinaparks.com/table-rock,no_quoted_unit_type
11728,2b722511-9954-49eb-bfee-f59d0886cba5,Tawas Point State Park,state_park_placeholder,https://www2.dnr.state.mi.us/parksandtrails/details.aspx?id=509&type=SFPG,no_glamping_product_on_page
11713,649da717-1325-486c-b9be-a7a78efd3853,Tettegouche State Park,state_park_placeholder,https://www.dnr.state.mn.us/state_parks/park.html?id=spk00174,no_glamping_product_on_page
11694,525c0537-d634-48ae-ba24-9a4befa8ec48,The Lodge at Gulf State Park,state_park_placeholder,https://www.hilton.com/en/hotels/pnsgigi-the-lodge-at-gulf-state-park/,no_glamping_product_on_page
11693,55133fdd-86e5-4972-a958-fb996cd28977,Tickfaw State Park,state_park_placeholder,https://www.lastateparks.com/parks-preserves/tickfaw-state-park,no_quoted_unit_type
11718,8d7c6c54-e37c-4d1d-8adf-4376d3df994a,Tishomingo State Park,state_park_placeholder,https://www.mdwfp.com/parks-destinations/state-parks/tishomingo,no_glamping_product_on_page
11766,565629a3-f695-4558-a9a0-8336cd260e3c,Trap Pond State Park,state_park_placeholder,https://destateparks.com/Inland/TrapPond,no_glamping_product_on_page
11735,954c8766-60d5-491b-9660-be1338e68b27,Turkey Run State Park Inn,state_park_placeholder,https://www.in.gov/dnr/state-parks/parks-lakes/turkey-run-state-park/,no_quoted_unit_type
11724,edc16d17-4f60-4330-bad7-9a7103f92077,White Pines Forest State Park,state_park_placeholder,https://www2.illinois.gov/dnr/Parks/Pages/WhitePinesForest.aspx,no_glamping_product_on_page
11763,87d79b0b-1c69-4605-bca5-57a17e518cca,Worthington State Forest,state_park_placeholder,https://www.nj.gov/dep/parksandforests/parks/worthington.html,no_glamping_product_on_page
11717,d1129d18-09ad-4575-9230-0f0d1f73d8cf,Hocking Hills State Park Lodge,state_park_placeholder,https://www.greatohiolodges.com/lodges/hocking-hills/,quote_name_token_too_generic
11699,35374206-601a-42b4-9433-3adf5365c3be,Hontoon Island State Park,state_park_placeholder,https://www.floridastateparks.org/parks-and-trails/hontoon-island-state-park,quote_name_token_too_generic
11733,d78a4355-9c3a-4508-82c0-9313dd133d39,Three Island Crossing State Park,state_park_placeholder,https://parksandrecreation.idaho.gov/parks/three-island-crossing,quote_name_token_too_generic
11751,5d036415-d526-4b91-8ae9-50bdc0624453,Watkins Glen State Park,state_park_placeholder,https://parks.ny.gov/parks/watkinsglen/,quote_name_token_too_generic
